EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
311686684,OCCIDENTAL CENTER FOR THE ARTS,% PATRICK FANNING,3850 DORIS MURPHY CT,OCCIDENTAL,CA,95465-9130,0000,03,3,1000,201208,1,15,000000000,1,01,202112,6,4,01,0,12,1144670,419812,419812,A11,NA
822857455,OREGON DESERT LAND TRUST,% BRENT FENTY,2843 NW LOLO DR STE 200,BEND,OR,97703-6914,0000,03,3,1000,201907,1,15,000000000,1,01,202112,8,8,01,0,12,16665668,13305482,13305482,C30,NA
029123408,GIMMEL FOUNDATION INC,% WALD & WALD,100 CROSSWAYS PARK DR W STE 403,WOODBURY,NY,11797-2012,0000,03,3,7000,197307,1,15,029000000,1,01,202112,6,4,01,0,12,1762622,322418,322418,Q123,NA
465278254,SMALL WORLD YOGA INC,NA,5000 GEORGIA AVE,NASHVILLE,TN,37209-2168,0000,03,3,2000,201504,1,15,000000000,1,01,202112,4,5,01,0,12,361946,552940,552940,B03,NA
382476724,HILLSDALE COUNTY SENIOR SERVICES CENTER INC,NA,320 W BACON ST,HILLSDALE,MI,49242-1546,0000,03,3,1000,198405,1,15,296000000,1,01,202109,6,6,01,0,09,4401041,2537924,2537166,P81Z,DBA PERENNIAL PARK
250628900,KENSINGTON LODGE NO 53 LOYAL ORDER OF MOOSE,NA,499 REIMER ST,LOWER BURRELL,PA,15068-2815,0002,08,9,1000,193508,1,00,030036382,5,01,202104,4,4,01,0,04,324996,150894,66016,NA,53
150371138,LOWVILLE RURAL CEMETERY ASSOCIATION,NA,PO BOX 151,LOWVILLE,NY,13367-0151,0000,13,3,1200,0,1,00,900901000,1,01,202204,5,3,01,0,04,548887,66109,66109,Y52Z,EDGAR S K MERRELL 3RD - SECTY
830219852,WYOMING HUMANITIES COUNCIL,NA,1315 E LEWIS ST,LARAMIE,WY,82072-3459,0000,03,3,1200,197503,1,15,602000000,5,01,202110,6,6,01,0,10,1143450,1390292,1363713,A70Z,NA
364251880,PODER LEARNING CENTER,NA,6155 S PULASKI RD,CHICAGO,IL,60629-4641,0000,03,3,1000,199904,1,11,000000000,1,01,202106,5,6,01,0,06,920019,1440370,1440370,B28,NA
743185624,CST BASEBALL INC,NA,PO BOX 9567,COLLEGE STA,TX,77842-9567,0000,03,3,1200,200702,1,15,000000000,1,01,202207,4,6,01,0,07,287992,3848566,3515245,N63,NA
510177358,DELAWARE AGRICULTURAL MUSEUM ASSOCIATION,NA,866 N DUPONT HWY,DOVER,DE,19901-2003,0000,03,3,2000,197608,1,15,060000000,1,01,202206,6,6,01,0,06,2860288,1941382,1933894,NA,NA
731400154,HANDS OF HOPE INC,% JEREMY SHERIFF,PO BOX 427,DURANT,OK,74702-0427,0000,03,3,1000,200307,1,15,000000000,1,01,202112,4,6,01,0,12,381616,2202552,2202552,K31,NA
822943964,MARGARET HACKETT FAMILY CENTER NFP,NA,415 E NORTH WATER ST APT 1806,CHICAGO,IL,60611-5823,0000,03,3,1000,201809,1,15,000000000,1,01,202106,6,5,01,0,06,1451110,568455,568455,G96,NA
463972616,HAMPSHIRE CLUB INC,NA,300 ATLANTIC ST STE 1110,STAMFORD,CT,06901-3522,0000,07,3,1000,201503,2,00,000000000,1,01,202109,6,7,01,0,09,1527645,5220416,4838532,Y11,NA
650385834,BANKRUPTCY BAR ASSOCIATION OF THE SOUTHERN DISTRICT OF FLORIDA INC,NA,770 NE 82ND TER,MIAMI,FL,33138-4112,0000,06,3,1000,199307,2,00,205000000,1,01,202112,4,4,01,0,12,177966,278069,55046,NA,NA
201659219,VOLUNTEERS OF AMERICA INC,NA,1204 HILLCREST RD,MOBILE,AL,36695-3930,1736,03,9,7000,196505,1,10,325902160,5,01,202206,5,3,01,0,06,985499,62668,62668,NA,NORTHWEST GEORGIA VOA HOUSING INC
810231794,MASONIC HOME OF MONTANA,NA,2010 MASONIC HOME RD,HELENA,MT,59602-9517,0000,03,3,1000,194009,1,16,382000000,1,01,202112,6,6,01,0,12,2259562,1313390,1288622,L22Z,NA
952248326,GREATER CONEJO VALLEY CHAMBER OF COMMERCE,NA,600 HAMPSHIRE RD STE 200,WESTLAKE VLG,CA,91361-2571,0000,06,3,1000,198308,2,00,064119000,1,01,202112,6,6,01,0,12,1315137,1312509,1312509,NA,NA
721015427,LA COALTION AGAINST DOMESTIC VIOLENCE INC,NA,PO BOX 77308,BATON ROUGE,LA,70879-7308,0000,03,3,2000,198602,1,16,125000000,1,01,202112,5,6,01,0,12,582290,2401481,2401481,NA,LCADV
042596750,SOUTH SHORE YACHT INC,% JOHN A LYNCH,PO BOX 82,N WEYMOUTH,MA,02191-0001,0000,07,3,1000,199503,2,00,317000000,1,01,202112,6,4,01,0,12,1286894,231839,231839,NA,NA
411977550,RUSH CITY SNO-BUGS,% JILL HAUGRUD,PO BOX 62,RUSH CITY,MN,55069-0062,0000,04,3,3000,200012,2,00,000000000,1,01,202112,4,6,01,0,12,276031,3366353,167861,NA,NA
273532809,ADOPT-A-BLOCK OF AROOSTOOK,% RANDALL BURNS,PO BOX 517,HOULTON,ME,04730-0517,0000,03,3,1000,201103,1,15,000000000,1,01,202112,4,5,01,0,12,211141,562592,562592,P20,NA
300167221,THE RAMEY-ESTEP HOMES FOUNDATION INC,% JAY YOUNG III,2901 PIGEON ROOST RD,RUSH,KY,41168-8132,0000,03,3,1000,200309,1,22,000000000,1,01,202112,8,6,01,0,12,19191770,2080608,1087064,T12,NA
232994202,ART SPHERE INC,% KRISTIN L GROENVELD,1901 S 9TH ST STE 502,PHILADELPHIA,PA,19148-2390,0000,03,3,2100,200001,1,15,000000000,1,01,202112,4,4,01,0,12,311441,180348,180348,A25,NA
113580996,107 LINDEN STREET HOUSING DEVELOPMENT FUND CORPORATION,NA,221-10 JAMAICA AVENUE,QUEENS VILLAGE,NY,11428-2045,0000,03,3,1000,200212,1,16,000000000,1,01,202112,0,0,02,0,12,0,0,0,L20,NA
042617283,INSTITUTE FOR COMMUNITY ECONOMICS INC,% SHANNON SCOTT,1101 30TH ST NW STE 100A,WASHINGTON,DC,20007-3706,0000,03,3,1000,197708,1,15,350000000,1,01,202112,7,4,01,0,12,6123997,467718,463231,S200,NA
453687069,FELLOWSHIP OF FATHERS,NA,6107 PARK LN,DALLAS,TX,75225-1908,0000,03,3,1000,201206,1,15,000000000,1,01,202112,4,4,01,0,12,242662,325872,325872,P40,NA
510075162,DELAWARE ACADEMY OF MEDICINE INC,NA,4765 OGLETOWN-STANTON ROAD L-10,NEWARK,DE,19713-8004,0000,03,3,2000,194802,1,15,059061000,5,01,202112,6,5,01,0,12,3589427,575964,554424,NA,NA
760250912,RESERVE AT KING POINT COMMUNITY ASSOCIATION,NA,1075 KINGWOOD DR STE 100,KINGWOOD,TX,77339-3000,0000,04,3,1000,199310,2,00,401000000,1,01,202203,5,5,01,0,03,913243,574683,574683,NA,NA
640574368,NORTH PIKE WATER ASSOCIATION INC,NA,PO BOX 445,SUMMIT,MS,39666-0445,0000,12,3,1000,201302,2,00,000000000,1,01,202203,7,5,01,0,03,5536288,936446,935377,W80,NA
823390260,INTERNATIONAL PEDIATRIC SIMULATION SOCIETY,% WELLINGTON,PO BOX 841,PENSACOLA,FL,32591-0841,0000,03,3,2000,201909,1,16,000000000,1,01,202112,3,4,01,0,12,32451,346258,346258,A03,NA
201318139,FOUNDATION FOR SELF LEADERSHIP,% RICHARD C SCHWARTZ,PO BOX 3776,OAK PARK,IL,60303-3776,0000,03,3,1000,200702,1,15,000000000,1,01,202112,5,5,01,0,12,589740,621064,567079,B82,NA
596135600,MACTOWN INC,%,151 NE 62ND ST,MIAMI,FL,33138-5926,0000,03,3,1200,196501,1,16,160059000,1,01,202206,6,8,01,0,06,4062518,15018995,15018995,P820,NA
566064073,RURITAN NATIONAL CORP,% KIMBERLEE W MAYBERRY,2168 W MEMORIAL HWY,UNION GROVE,NC,28689-9265,1615,04,9,1000,196401,2,00,408404000,5,01,202012,2,2,02,0,12,12486,14901,14901,NA,UNION GROVE
741462453,FORT BLISS SPOUSES ASSOCIATION,% DANIA S BANDAS,PO BOX 6365,EL PASO,TX,79906-0365,0000,03,3,1000,200807,1,16,040319917,5,01,202105,4,4,01,0,05,219495,256671,221080,W30,NA
680285638,ROTARY CLUB OF REDDING CHARITABLE FOUNDATION,NA,1700 PINE STREET SUITE 210,REDDING,CA,96001-1907,0000,03,3,1000,199303,1,16,040000000,1,01,202206,5,3,01,0,06,610927,96595,96595,S80Z,NA
237147970,ISADORE GARSEK LODGE OF B NAI B RITH NO 269,NA,2501 PARKVIEW DR STE 310,FORT WORTH,TX,76102-5815,0000,08,3,1000,202010,1,00,059029349,5,01,202112,4,6,01,0,12,114041,1238407,58835,NA,NA
043377057,FALL RIVER JEWISH HOME INC,NA,CO KENNETH LITTMAN - 251 CHERRY ST,FALL RIVER,MA,02720-0000,0000,03,3,1000,199802,1,16,995152000,1,01,202112,6,7,01,0,12,2028316,6143806,6143806,E91,NA
845097031,KINSHIP MENTORING OF COLUMBIA COUNTY INC,NA,1088 SADDLE RDG,PORTAGE,WI,53901-9781,0000,03,3,1000,202004,1,16,000000000,1,01,202112,3,3,01,0,12,95195,74804,74804,NA,NA
810359636,BIG BROTHERS AND SISTERS OF GALLATIN COUNTY,NA,15 S 8TH AVE,BOZEMAN,MT,59715-4444,0000,03,3,0000,197706,1,15,000000000,5,01,202112,5,5,01,0,12,866346,786416,575205,NA,NA
951620879,SAN FERNANDO VALLEY LODGE NO 1522 LOYAL ORDER OF MOOSE,NA,12178 SAN FERNANDO RD,SYLMAR,CA,91342-5078,0002,08,9,1000,193508,1,00,030036382,5,01,202104,0,0,02,0,04,0,0,0,NA,1522
421518804,KANESVILLE HEIGHTS INC,% BARB MORRISON,2310 SHERWOOD DRIVE,COUNCIL BLUFFS,IA,51503-1073,0000,03,3,1000,200108,1,15,000000000,1,01,202206,6,4,01,0,06,1413759,216547,216547,L21,NA
520910609,COMMUNITY FAMILY LIFE SERVICES INC,NA,305 E ST NW,WASHINGTON,DC,20001-2711,0000,03,3,1000,197210,1,15,566561000,1,01,202109,6,6,01,0,09,2292120,3936709,3936709,P200,NA
510314448,SEAMENS CENTER OF WILMINGTON INC,NA,PO BOX 405,WILMINGTON,DE,19899-0405,0000,03,3,1000,198906,1,15,927000000,1,01,202108,6,5,01,0,08,1683390,673656,639116,NA,NA
262188491,MARYLAND PATIENT SAFETY CENTER,NA,6820 DEERPATH RD,ELKRIDGE,MD,21075-6200,0000,03,3,1000,200807,1,15,000000000,1,01,202106,6,6,01,0,06,2364809,2102777,2102777,E192,NA
383252560,DETROIT COMMUNITY SOLUTIONS INCORPORATED,% KEVIN D BINION,4777 E OUTER DR FL 1,DETROIT,MI,48234-3241,0000,03,3,2100,199706,1,15,994402000,1,01,202112,4,1,02,0,12,105434,8026,8026,S20,NA
260414040,CHICAGO TECH ACADEMY,NA,1301 W 14TH ST,CHICAGO,IL,60608-1409,0000,03,3,1000,201407,1,11,000000000,1,01,202106,6,7,01,0,06,1890756,5790464,5790464,B20,NA
371279411,SPRINGFIELD BOYS & GIRLS CLUB FOUNDATION INC,% MR STEVE GNUSE TREASURER,3601 WABASH AVENUE,SPRINGFIELD,IL,62711-7436,0000,03,3,1000,199206,1,17,922000000,1,01,202112,6,3,02,0,12,1209636,27215,27215,NA,NA
951652915,MONTE VISTA GROVE HOMES,NA,2889 SAN PASQUAL ST,PASADENA,CA,91107-5364,0000,03,3,1000,193501,1,16,150382179,1,01,202112,8,8,01,0,12,29166964,17483709,12718718,NA,NA
341264151,PEOPLE TO PEOPLE MINISTRIES INC,NA,454 E BOWMAN ST,WOOSTER,OH,44691-3540,0000,03,3,1000,198005,1,15,560569029,1,01,202109,5,5,01,0,09,852648,759855,753382,P28Z,NA
416032155,CHI ASSOCIATION OF KAPPA KAPPA GAMMA OF MN,NA,6640 RIVERSIDE DR STE 200,DUBLIN,OH,43017-9535,0000,07,3,1000,197302,2,00,036000000,5,01,202206,0,0,02,0,06,0,0,0,NA,NA
370667351,WHITE COUNTY FARM BUREAU,NA,PO BOX 367,CARMI,IL,62821-0367,0000,05,3,1000,192509,2,00,059000000,3,01,202009,4,4,01,0,09,NA,NA,NA,NA,NA
370773939,QUINCY POSTAL EMPLOYEES CREDIT UNION,NA,PO BOX 3003,QUINCY,IL,62305-3003,0000,14,3,1000,193409,2,00,251603000,5,01,202112,6,3,01,0,12,2652913,70989,70989,NA,NA
480816473,TEN COUNTY AGING BOARD INC,NA,304 S SUMMIT ST,ARKANSAS CITY,KS,67005-2849,0000,03,3,1000,197503,1,15,569603000,1,01,202109,6,6,01,0,09,1956788,4378260,4378260,P810,NA
843230424,HEALTHY RURAL CALIFORNIA INC,% KRISTY MAKIEVE,1905 NOTRE DAME BLVD STE 240,CHICO,CA,95928-7823,0000,03,3,1200,202001,1,16,000000000,1,01,202112,4,5,01,0,12,213818,637354,636354,E21,NA
510104520,DELAWARE ASSOCIATION OF REALTORS,NA,134 E WATER ST,DOVER,DE,19901-3614,0000,06,3,4000,196709,2,00,920201200,1,01,202112,6,5,01,0,12,2023291,956550,956550,NA,NA
521275638,FOREST YOUTH ATHLETIC ASSOCIATION,% W A HUNTER,3372 THOMAS JEFFERSON RD,FOREST,VA,24551-4108,0000,03,3,1000,198509,1,15,297298000,5,01,202112,4,4,01,0,12,475640,205835,205281,NA,NA
650334205,MODEL HOUSING COOPERATIVE INC,% ROBERTO A GODOY / EXEC DIR,9041 N KENDALL DR,MIAMI,FL,33176-2119,0000,03,3,1000,199203,1,16,380000000,1,01,202105,0,0,02,0,05,0,0,0,L21Z,NA
812621466,NYC SCHOOL SUPPORT SERVICES INC,NA,321 W 44TH ST STE 601,NEW YORK,NY,10036-5438,0000,03,3,1000,201802,1,21,000000000,1,01,202106,9,9,01,0,06,89153904,637449387,637449387,B11,NA
261447714,GRAMMY MUSEUM FOUNDATION INC,% ROBERT SANTELLI,800 W OLYMPIC BLVD STE A245,LOS ANGELES,CA,90015-1360,0000,03,3,1200,201502,1,15,000000000,1,01,202107,8,8,01,0,07,19726049,13606228,9757476,A50,NA
811729490,SOUTHERN CALIFORNIA IMMIGRATION PROJECT,% ELIZABETH LOPEZ,2534 STATE ST STE 202,SAN DIEGO,CA,92101-1316,0000,03,3,1200,201610,1,15,000000000,1,01,202112,3,4,01,0,12,82661,251931,251931,Q20,NA
930581470,BOYS & GIRLS CLUB OF SALEM MARION & POLK COUNTIES INC,% BOYS,1395 SUMMER ST NE,SALEM,OR,97301-7137,0000,03,3,1000,197009,1,15,321994000,1,01,202112,8,7,01,0,12,16301542,7208791,5553316,O23Z,NA
133240626,NYC STEAMFITTERS & STEAMFITTERS HELPERS HEALTH & WELFARE FUND,% ASO INC,CO ASO INC 303 MERRICK ROAD,LYNBROOK,NY,11563-0000,0000,09,3,2000,200705,2,00,000000000,2,01,202112,5,4,01,0,12,737273,360661,277458,Y43,NA
200204258,FRIENDSHIP AMBASSADORS FOUNDATION,NA,5 HANOVER SQUARE,NEW YORK,NY,10004-2614,0000,03,3,1000,200311,1,16,000000000,1,01,202209,0,0,02,0,09,0,0,0,Q20,NA
010598137,THELMA GAYLORD LYRIC THEATRE ENDOWMENT FUND INC,% MARK A ROBERTSON,1727 NW 16TH ST,OKLAHOMA CITY,OK,73106-2067,0000,03,3,2000,200402,1,17,000000000,1,01,202112,7,4,01,0,12,5373190,144837,144837,A11,NA
746134161,ELSIE FRUEH & ANGES BECK MEMORIAL FUND,NA,PO BOX 2950,SAN ANTONIO,TX,78299-2950,0000,03,3,2000,197204,1,17,922000000,2,01,202109,7,6,01,0,09,6207431,2860658,721283,B42I,NA
261859084,DARIEN EMERGENCY MEDICAL SERVICE INC,% DARIEN EMERGENCY MEDICAL SERVICE,PO BOX 135,DARIEN CENTER,NY,14040-0135,0000,03,3,1000,200804,1,16,000000000,1,01,202112,3,2,02,0,12,93256,20019,20019,E30,NA
990119158,HAWAII CARPENTERS APPRENTICESHIP TRAINING TRUST FUND,NA,200 N VINEYARD BLVD STE 100,HONOLULU,HI,96817-3938,0000,05,3,3000,197112,2,00,566279000,2,01,202112,8,6,01,0,12,48670882,4402884,4402884,NA,NA
452043255,ACORNS TO OAKS FOUNDATION INC,% AMY PANESSA,2870 PEACHTREE ROAD ROOM 356,ATLANTA,GA,30305-2918,0000,03,3,1000,201406,1,15,000000000,1,01,202107,4,4,01,0,07,491954,105064,105064,Z99,NA
431432021,GAAS MANTECH INC,NA,9450 SW GEMINI DR STE 26585,BEAVERTON,OR,97008-7105,0000,06,3,1000,199106,2,00,205000000,1,01,202207,5,5,01,0,07,612706,649334,632752,NA,NA
910453305,VASA ORDER OF AMERICA,% BRENDA BARD,3560 W LAKE SAMMAMISH PKWY SE,BELLEVUE,WA,98008-5839,0817,08,9,1000,194504,1,00,265319000,5,01,202112,5,5,01,0,12,935468,855697,846964,P75Z,VASA HOME ASSOCIATION INC
760207056,ABC-123 HUMAN RESOURCES INC,NA,10914 CULLEN BLVD,HOUSTON,TX,77047-1154,0000,03,3,1000,198705,1,15,000000000,5,01,202112,3,4,01,0,12,98761,168422,168422,P330,NA
930696250,OREGON COAST COUNCIL OF THE ARTS,NA,777 W OLIVE ST,NEWPORT,OR,97365-3725,0000,03,3,2000,197805,1,15,090602994,1,01,202106,6,4,01,0,06,3190353,443215,441492,NA,NA
590359710,STATE CHARTERED CREDIT UNIONS IN FLORIDA,% JAYCE REYES,2190 NW 72ND AVE,MIAMI,FL,33122-1824,2106,14,9,1000,197010,2,00,922921279,5,01,202112,9,7,01,0,12,166186771,8857053,8857053,NA,5 MIAMI POSTAL SERVICE CREDIT UNION
391333300,FAMILY AND CHILD LEARNING CENTERS OF NORTHEAST WISCONSIN INC,NA,PO BOX 459,RHINELANDER,WI,54501-0459,0000,03,3,2000,197909,1,11,032000000,1,01,202106,5,6,01,0,06,804228,4700889,4528625,B210,NA
752283752,TEXOMA CHRISTIAN SCHOOL,NA,3500 W HOUSTON ST,SHERMAN,TX,75092-6428,0000,03,3,2000,199109,1,11,059046000,1,01,202207,6,6,01,0,07,3627245,2739244,2721193,B2XZ,NA
475421963,AMATEUR ATHLETIC UNION OF THE UNITED STATES INC,% BOBBY MAZE,3000 SW 148TH AVE STE 116,MIRAMAR,FL,33027-4181,1155,03,9,1200,200509,1,15,000000000,1,01,202108,3,4,01,0,08,58030,328945,328945,N60,BMAZE ELITE
753240222,NIVERVILLE FIRE DEPARTMENT INC,% JAMES HOGENCAMP,PO BOX 422,NIVERVILLE,NY,12130-0422,0000,03,3,2000,200806,1,15,000000000,1,01,202012,4,4,01,0,12,444133,376626,375145,M24,NA
237346465,PARK NICOLLET FOUNDATION,% CATHERINE LENAGH,6500 EXCELSIOR BLVD,ST LOUIS PARK,MN,55426-4702,0000,03,3,1000,197402,1,15,922000000,1,01,202112,9,8,01,0,12,73085794,17644700,8122835,NA,NA
060987554,RIDGEFIELD GUILD OF ARTISTS,NA,PO BOX 552,RIDGEFIELD,CT,06877-0552,0000,03,3,1000,198005,1,16,091000000,1,01,202112,4,4,01,0,12,150176,193746,193746,A510,NA
760150423,JOHN COOPER SCHOOL,NA,1 JOHN COOPER DR,THE WOODLANDS,TX,77381-4427,0000,03,3,2000,198606,1,12,046059000,1,01,202106,9,8,01,0,06,108778663,39931356,37845324,NA,NA
592847526,LANDINGS RACQUET CLUB INC,NA,5350 LANDINGS BLVD,SARASOTA,FL,34231-9112,0000,07,3,1000,199610,2,00,287000000,1,01,202012,6,5,01,0,12,NA,NA,NA,NA,NA
831898171,IOWA GREAT LAKES BEAUTIFICATION,% IMAGINE IOWA GREAT LAKES,PO BOX 375,OKOBOJI,IA,51355-0375,0000,03,3,1200,201902,1,16,000000000,1,01,202112,7,6,01,0,12,9024832,3420369,3420369,C30,IMAGINE IOWA GREAT LAKES
310303680,GREENWOOD CEMETERY ASSOCIATION,GENERAL MANAGER,1602 GREENWOOD AVE,HAMILTON,OH,45011-1834,0000,13,3,1000,194308,1,00,900000000,5,01,202012,6,6,01,0,12,4495570,1403741,1236971,NA,NA
561501117,DEMENTIA ALLIANCE OF NORTH CAROLINA INC,NA,9131 ANSON WAY STE 206,RALEIGH,NC,27615-3267,0000,03,3,1200,201007,1,15,000000000,1,01,202206,5,5,01,0,06,832392,935444,872226,G83,NA
261339390,BEAUMONT COMMUNITY YOUTH BASKETBALL INC,% ROY MICKLES,PO BOX 3126,CHERRY VALLEY,CA,92223-1176,0000,03,3,1000,200905,1,16,000000000,1,01,202112,2,0,02,0,12,23196,0,0,N62,NA
816012676,ALPHA PHI INTERNATIONAL FRATERNITY,% SOROTITY SOLUTIONS,9717 ELK GROVE FLORIN RD STE B,ELK GROVE,CA,95624-2262,1038,07,9,1000,196808,2,00,040319000,5,01,202206,4,4,01,0,06,427041,247274,238932,NA,CHI CHAPTER ALPHA PHI ASSOC OF MT
263253701,JUST WALK INC,% DAVID SABGIR,7638 ALPATH RD,NEW ALBANY,OH,43054-9625,0000,03,3,1200,200908,1,15,000000000,1,01,202112,5,4,01,0,12,546259,370730,344365,E70,NA
351897556,BELGIAN DRAFT HORSE ALLIANCE INC,NA,PO BOX 335,WABASH,IN,46992-0335,0000,03,3,1000,199403,1,16,149000000,1,01,202112,4,4,01,0,12,364502,278198,278198,N69M,NA
231615155,UNITED CHURCH OF CHRIST HOMES,NA,30 N 31ST ST,CAMP HILL,PA,17011-2913,0000,03,3,1000,196510,1,16,150382000,1,01,202112,9,9,01,0,12,138422629,75346718,63881972,P750,NA
460355004,FIRST UNITED METHODIST CHURCH FOUNDATION OF SIOUX FALLS,NA,401 S SPRING AVE,SIOUX FALLS,SD,57104-4306,0000,03,3,1700,198002,1,17,602000000,1,01,202112,6,4,01,0,12,2622281,332777,332777,NA,NA
311055537,A SPECIAL WISH FOUNDATION INC,NA,620 TAYLOR STATION RD STE J,COLUMBUS,OH,43230-6699,5108,03,6,1000,198803,1,15,349000000,1,01,202112,5,4,01,0,12,985218,279342,279342,NA,NATIONAL
205528060,ANTHONY WAYNE YOUTH FOUNDATION,% TODD R FRENDT,PO BOX 2832,WHITEHOUSE,OH,43571-0832,0000,03,3,1000,200902,1,15,000000000,1,01,202106,5,5,01,0,06,531488,644730,644730,O50,NA
750782505,TARRANT COUNTY BAR ASSOCIATION,NA,1315 CALHOUN ST,FORT WORTH,TX,76102-6504,0000,06,3,2000,199103,2,00,059000000,5,01,202106,6,5,01,0,06,1049133,787450,787450,NA,NA
311105980,MAPLE CITY SQUARE INC,NA,911 N STUDEBAKER ROAD,LONG BEACH,CA,90815-4900,0000,03,3,1000,198412,1,16,429000000,1,01,202105,6,4,01,0,05,1447906,324888,324888,NA,NA
650374386,EXCHANGE CLUB FAMILY PARTNERSHIP CENTER OF MANATEE COUNTY INC,NA,602 3RD ST E,BRADENTON,FL,34208-1912,0000,03,3,1000,199602,1,15,994327000,1,01,202112,5,5,01,0,12,870706,919325,919325,I72,PARENTING MATTERS
134331624,PROJECT IMPACT SOUTH BEND INC,% MICHAEL POOLE,55501 MOSS RD,SOUTH BEND,IN,46628-5424,0000,03,3,1000,200611,1,15,000000000,1,01,202112,4,4,01,0,12,227333,119426,119426,O50,NA
042631403,BARRETT HOUSING CORPORATION,% JOEL A LESS,PO BOX 1180,PITTSFIELD,MA,01202-1180,0000,04,3,3000,197802,2,00,381153399,1,01,202112,6,5,01,0,12,2016965,653586,653586,NA,NA
455184611,DAYA FOUNDATION,% JIHL SARAHJOY MARSH,4416 SW LOBELIA ST,PORTLAND,OR,97219-3566,0000,03,3,1000,201304,1,15,000000000,1,01,202012,3,4,01,0,12,58995,207938,207938,P20,NA
208488524,CORDOVA COMMUNITY COUNCILFOUNDATION,% DAVID M SANDER,2729 PROSPECT PARK DR STE 117,RNCHO CORDOVA,CA,95670-6291,0000,03,3,1000,200804,1,15,000000000,1,01,202112,7,6,01,0,12,8886382,1646846,1646846,S50,NA
150448140,SIGMA PI FRATERNITY INTERNATIONAL INC,% SCIARABBA WALKER,C/O SCIARABBA WALKER 410 E UPLAND,ITHACA,NY,14850-0000,0251,07,9,1000,194012,2,00,036000000,1,01,202106,6,5,01,0,06,1766332,859979,859979,NA,MU CHAPTER
160798517,NIAGARA LUTHERAN HOME AND REHABILITATION CENTER INC,% NIAGARA LUTHERAN HOME & REHABILIT,5959 BROADWAY ST,LANCASTER,NY,14086-9523,0000,03,3,1000,197508,1,12,150152153,1,01,202012,0,3,01,0,12,0,52500,52500,NA,NA
830411974,HOLY SYNOD OF SAINT ATHANASIUS CONGREGATION,% MAX M BANOUB,1011 DRU DR,EMMAUS,PA,18049-1500,0000,03,3,1000,200801,1,15,000000000,1,01,202112,4,3,01,0,12,278511,97683,97683,X21,NA
272830780,4 ELEMENTS EARTH EDUCATION INCORPORATED,% RICK BERRY,14205 MEADOW DR,GRASS VALLEY,CA,95945-9501,0000,03,3,1000,201105,1,16,000000000,1,01,202112,5,6,01,0,12,948197,1851966,1567600,O52,NA
832888537,ALLEGIANT HUMAN SERVICES,NA,11676 PERRY HIGHWAY BLDG III STE 33,WEXFORD,PA,15090-7201,0000,03,3,1000,201905,1,15,000000000,1,01,202112,5,6,01,0,12,619991,1414006,1414006,E31,NA
610264355,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,NA,2824 KLONDIKE LN,LOUISVILLE,KY,40218-1602,1156,08,9,1000,195110,1,00,279265000,5,01,202203,4,6,01,0,03,414895,3696722,227563,NA,8 LOUISVILLE
381299180,COLDWATER & BRANCH COUNTY CHAMBER OF COMMERCE,% NICHOLE STEEL,20 DIVISION ST,COLDWATER,MI,49036-1966,0000,06,3,3000,194808,2,00,200402403,1,01,202112,4,4,01,0,12,144911,143218,121832,NA,NA
911843274,PAGE CAFE ASSOCIATION,NA,PO BOX 93,PAGE,ND,58064-0093,0000,03,3,1000,199806,1,16,916402995,1,01,202110,4,4,01,0,10,213280,249841,249841,S32,NA
930978527,EDNA-ISLAY HOUSING CORPORATION,NA,487 LEFF ST,SN LUIS OBISP,CA,93401-4347,0000,03,3,1000,198908,1,15,320000000,1,01,202112,6,5,01,0,12,3965459,572502,572502,L20Z,NA
363932824,SINAI COMMUNITY INSTITUTE INC,% CALVILENA THURMAN,CALIF AVE AT 15TH ST,CHICAGO,IL,60608-0000,0000,03,3,1000,199410,1,15,408000000,1,01,202106,7,6,01,0,06,7576999,4670688,4670688,S80Z,NA
841616673,KODIAK KID WRESTLING CLUB,% STEVEN P GRAY,PO BOX 3194,KODIAK,AK,99615-3194,0000,03,3,1200,200304,1,16,000000000,1,01,202112,4,5,01,0,12,123349,550702,75921,N60,NA
300145807,PARTNERSHIP FOR A SECURE AMERICA INC,% ANDREW SEMMEL,1990 M ST NW STE 250,WASHINGTON,DC,20036-3430,0000,03,3,2000,200306,1,15,000000000,1,01,202112,4,4,01,0,12,345246,407417,407417,Q01,NA
340093880,SALEM LODGE 305 BENEVOLENT PROTECTIVE ORDER OF ELKS,NA,824 E STATE ST,SALEM,OH,44460-2224,1156,08,9,1000,195110,1,00,279265000,5,01,202203,4,4,01,0,03,200333,166246,114783,NA,BPOE LODGE 305
274663143,SIERRA SAVING GRACE HOMELESS PROJECT,% FREDRICK CARROLL,PO BOX 1301,MERCED,CA,95341-1301,0000,03,3,1200,201106,1,15,000000000,1,01,202112,6,5,01,0,12,1721580,537234,537234,L40,NA
